Transaction ID,Date,Customer ID,Product_Category,Product Name,Quantity Sold,Unit Price,Total Revenue,Profit,Region
TXN352695,8/27/2023,CUST5924,Accessory,Cable Clips,8,1120,9627.68,4046.37,North America
TXN639415,9/26/2023,CUST7595,EV Charger,Portable Charger,1,534,491.46,217.67,North America
TXN740725,9/22/2023,CUST6259,Charging Station,Supercharger,10,1299,13311.99,5859.42,South America
TXN410838,8/6/2023,CUST5330,Charging Station,Fast Charger,7,86,545.45,241.74,Europe
TXN150545,12/19/2023,CUST9590,Charging Station,Supercharger,9,1365,13029.47,5806.83,Europe
TXN909900,12/17/2023,CUST1222,Charging Station,Supercharger,10,1101,10434.47,2568.55,Europe
TXN545216,10/7/2023,CUST3833,Battery Pack,"Power Bank 10,000mAh",1,758,707.38,210.1,South America
TXN585387,3/6/2023,CUST3879,Charging Station,Supercharger,8,52,398.75,178,Asia
TXN331493,1/29/2023,CUST5033,Solar Panel,Flexible Panel,6,78,501.35,250.3,Europe
TXN267495,5/31/2023,CUST9955,Charging Station,Supercharger,10,922,10017.23,2489.44,Europe
TXN916235,4/29/2023,CUST1384,EV Charger,Wallbox Charger,1,559,538.8,208.38,Asia
TXN942474,12/12/2023,CUST3789,Charging Station,Supercharger,10,886,8263.94,2926.09,South America
TXN529765,9/16/2023,CUST6995,Battery Pack,"Power Bank 10,000mAh",7,917,6166.05,1593.61,Africa
TXN238462,1/12/2023,CUST2401,Solar Panel,Flexible Panel,2,595,1245.21,329.1,Europe
TXN312289,8/23/2023,CUST2723,EV Charger,Cable Organizer,3,527,1552.24,350.27,North America
TXN135917,6/29/2023,CUST2625,EV Charger,Cable Organizer,5,1427,6777.13,2733.03,Asia
TXN669666,6/28/2023,CUST3807,Accessory,Extension Cord,3,1426,5519.51,2165.66,Europe
TXN859331,2/24/2023,CUST6731,Accessory,Extension Cord,9,1490,15303.34,6992.25,Europe
TXN263590,11/15/2023,CUST6332,Solar Panel,Flexible Panel,10,779,8281.28,3517.97,Europe
TXN676353,6/17/2023,CUST7599,Charging Station,Supercharger,9,1010,8502.22,1869.84,Africa
TXN387870,9/18/2023,CUST8850,Battery Pack,"Power Bank 20,000mAh",4,56,223.08,57.25,Asia
TXN503925,12/25/2023,CUST6317,Solar Panel,Flexible Panel,1,1319,1251.85,495.87,Europe
TXN149224,6/9/2023,CUST2251,Charging Station,Supercharger,10,1312,11853.33,5167.63,North America
TXN755118,7/30/2023,CUST3637,Charging Station,Supercharger,10,1059,11539,3053.43,Asia
TXN172003,6/9/2023,CUST4739,Charging Station,Fast Charger,4,246,1003.07,333.09,Africa
TXN303196,7/13/2023,CUST7256,Accessory,Cable Clips,6,971,6770.37,2481.83,Asia
TXN808307,2/12/2023,CUST5596,Solar Panel,Rigid Panel,5,1483,7704.52,2873.17,Africa
TXN828808,6/30/2023,CUST3330,Accessory,Charging Cable,10,553,6275.72,2847.19,Europe
TXN611210,10/22/2023,CUST7027,Accessory,Charging Cable,10,1105,12363.96,6190.72,South America
TXN285325,5/24/2023,CUST9435,EV Charger,Wallbox Charger,10,275,2698.15,1104.28,Africa
TXN881598,12/15/2023,CUST6223,Accessory,Charging Cable,9,1369,12294.69,3431.82,Africa
TXN974502,3/3/2023,CUST7057,Charging Station,Supercharger,1,172,162.32,65.24,South America
TXN542206,7/16/2023,CUST4932,Charging Station,Fast Charger,5,402,1938.86,423.39,Africa
TXN837299,5/7/2023,CUST4125,Solar Panel,Rigid Panel,8,365,3142.58,1132.36,Asia
TXN251615,2/8/2023,CUST1051,Charging Station,Supercharger,3,413,1334.73,512.55,South America
TXN531968,10/8/2023,CUST3771,Accessory,Cable Clips,9,989,9087.03,4022.44,Africa
TXN979547,7/14/2023,CUST5237,Charging Station,Fast Charger,4,1134,4174.68,1101.15,Europe
TXN533247,6/15/2023,CUST7320,Accessory,Charging Cable,10,190,2798.2,1574.23,North America
TXN758895,4/20/2023,CUST9971,EV Charger,Docking Station,9,744,7079.45,3220.69,North America
TXN237328,9/30/2023,CUST5666,Charging Station,Supercharger,6,1488,9306.29,2456.25,Africa
TXN216549,8/5/2023,CUST3880,Battery Pack,"Power Bank 20,000mAh",6,273,1653.27,543.18,Africa
TXN626547,11/8/2023,CUST8156,Solar Panel,Rigid Panel,9,350,3206.65,929.2,South America
TXN662316,10/7/2023,CUST8072,Charging Station,Fast Charger,5,809,4386.64,1236.13,North America
TXN697599,3/10/2023,CUST9527,Accessory,Cable Clips,3,1094,4242.54,2502.08,Europe
TXN684699,9/3/2023,CUST2233,Charging Station,Fast Charger,2,1314,2652.82,1032.52,South America
TXN672303,4/24/2023,CUST2831,Solar Panel,Flexible Panel,9,1465,12747.82,3507.83,North America
TXN979288,8/18/2023,CUST1989,Battery Pack,"Power Bank 10,000mAh",1,860,823.53,261.77,Africa
TXN690758,10/21/2023,CUST9385,Battery Pack,"Power Bank 20,000mAh",2,869,1635.73,743.89,Africa
TXN822685,1/24/2023,CUST4647,Solar Panel,Rigid Panel,8,684,5506.86,2125.96,South America
TXN997788,4/22/2023,CUST1968,Accessory,Adapter,1,983,2048.76,1396.3,Africa
TXN398537,12/24/2023,CUST7400,Accessory,Adapter,4,509,2888.87,1542.23,North America
TXN504890,5/23/2023,CUST7402,Charging Station,Supercharger,2,532,1087.57,229.8,Africa
TXN885704,1/17/2023,CUST6694,EV Charger,Portable Charger,2,1484,3163.94,1573.85,North America
TXN169420,12/30/2023,CUST4909,Solar Panel,Rigid Panel,5,1049,5587.24,1608.37,South America
TXN894313,10/29/2023,CUST5182,Charging Station,Fast Charger,7,214,1520.36,702.54,Africa
TXN429045,1/6/2023,CUST9671,Charging Station,Supercharger,8,1425,10635.37,2178.03,North America
TXN854637,1/8/2023,CUST3702,Solar Panel,Rigid Panel,3,112,344.5,84.52,North America
TXN909938,5/13/2023,CUST4817,EV Charger,Cable Organizer,2,825,1651.2,571.4,Africa
TXN780367,10/16/2023,CUST1864,Charging Station,Fast Charger,9,1129,9985.14,4082.37,Africa
TXN377094,12/26/2023,CUST1319,Solar Panel,Rigid Panel,7,392,2780.94,1340.79,Asia
TXN220020,1/27/2023,CUST3995,Accessory,Charging Cable,7,285,2888.84,1745.06,Africa
TXN312649,11/26/2023,CUST6748,Charging Station,Supercharger,3,1143,3190.51,1312.69,Asia
TXN284989,9/21/2023,CUST3376,Battery Pack,"Power Bank 20,000mAh",6,1432,8267.83,2339.96,Asia
TXN353069,7/31/2023,CUST9504,Battery Pack,"Power Bank 10,000mAh",2,996,2163.23,1012.81,Africa
TXN407045,1/27/2023,CUST8501,EV Charger,Wallbox Charger,6,715,4213.64,1811.65,Asia
TXN395139,4/28/2023,CUST9396,EV Charger,Wallbox Charger,2,636,1156.94,437.14,Europe
TXN652417,12/4/2023,CUST8940,Accessory,Charging Cable,9,189,2640.3,1765.65,South America
TXN589053,1/22/2023,CUST6664,Charging Station,Fast Charger,7,1372,10348.28,3957.41,South America
TXN948780,5/15/2023,CUST5145,Battery Pack,"Power Bank 20,000mAh",6,771,4583.28,1167.82,South America
TXN875358,4/24/2023,CUST5983,Accessory,Cable Clips,1,1050,2074.15,1224.03,Europe
TXN852451,12/29/2023,CUST7942,EV Charger,Docking Station,10,854,9058.12,2535.08,Europe
TXN645100,10/19/2023,CUST2285,Battery Pack,"Power Bank 10,000mAh",7,258,1652.6,503.33,Africa
TXN665874,8/3/2023,CUST6740,Charging Station,Fast Charger,5,565,2810.6,1192.4,North America
TXN470874,10/10/2023,CUST5350,Accessory,Cable Clips,6,940,6675.71,3617.01,Asia
TXN341403,1/8/2023,CUST8271,EV Charger,Portable Charger,4,1328,4830.75,1418.81,North America
TXN542540,3/31/2023,CUST3062,Battery Pack,"Power Bank 20,000mAh",3,427,1259.43,470.25,Asia
TXN754946,5/2/2023,CUST2362,Battery Pack,"Power Bank 10,000mAh",3,1086,3550.38,1454.02,Africa
TXN598736,3/22/2023,CUST8143,Charging Station,Supercharger,2,1285,2621.72,1144.3,Africa
TXN898579,2/22/2023,CUST7883,Charging Station,Supercharger,10,925,8749.41,4161.02,Europe
TXN880269,5/19/2023,CUST1495,Solar Panel,Rigid Panel,9,211,1710.49,827.59,North America
TXN754584,2/14/2023,CUST4602,EV Charger,Wallbox Charger,10,297,3201.2,1306.82,Africa
TXN817983,4/23/2023,CUST8005,Solar Panel,Rigid Panel,6,971,6071.18,2469.11,Europe
TXN793334,2/7/2023,CUST2310,Accessory,Charging Cable,3,1206,4316.45,2125.59,South America
TXN989784,8/16/2023,CUST8820,Battery Pack,"Power Bank 20,000mAh",8,904,7374.83,2025.92,Asia
TXN568651,2/17/2023,CUST2371,Charging Station,Fast Charger,7,1270,9325.24,3721.24,South America
TXN704789,8/29/2023,CUST9387,EV Charger,Docking Station,9,1182,11373.26,3760.22,North America
TXN954402,7/10/2023,CUST4598,Solar Panel,Rigid Panel,7,1449,9663.7,3894.3,Africa
TXN551290,9/16/2023,CUST6334,Accessory,Charging Cable,3,513,2454.55,1504.27,Asia
TXN322351,3/1/2023,CUST6848,Solar Panel,Rigid Panel,5,1372,6905.8,1965.46,Asia
TXN479880,11/3/2023,CUST6704,Battery Pack,"Power Bank 10,000mAh",8,1330,9695.14,3565.52,Africa
TXN308688,9/30/2023,CUST7302,EV Charger,Cable Organizer,1,645,691.62,309.59,North America
TXN938694,11/2/2023,CUST4326,Battery Pack,"Power Bank 20,000mAh",5,98,461.68,189.02,North America
TXN241522,7/25/2023,CUST2027,Accessory,Extension Cord,8,985,8354.47,4397.84,North America
TXN808368,5/24/2023,CUST8685,Charging Station,Fast Charger,4,1061,4000.82,1695.05,Africa
TXN547961,12/7/2023,CUST1848,Solar Panel,Flexible Panel,4,1164,5069.11,1820.61,Africa
TXN395840,2/4/2023,CUST5388,Accessory,Cable Clips,7,1377,10400.97,5230.85,Africa
TXN591963,6/1/2023,CUST8821,Charging Station,Supercharger,9,699,6791.84,3332.54,South America
TXN966127,3/25/2023,CUST9273,EV Charger,Portable Charger,8,39,299.15,60.09,Africa
TXN122060,10/13/2023,CUST8408,Solar Panel,Rigid Panel,10,917,8550.42,2472.86,Europe
TXN295809,5/12/2023,CUST8465,Accessory,Extension Cord,1,488,1497.31,1138.79,North America
TXN442286,7/17/2023,CUST9287,Solar Panel,Rigid Panel,4,214,860,362.01,Africa
TXN405083,12/25/2023,CUST9828,Charging Station,Fast Charger,7,621,4404.72,1580.53,Africa
TXN207943,9/29/2023,CUST1365,Solar Panel,Flexible Panel,9,1240,11061.27,4263.99,Europe
TXN619226,10/23/2023,CUST9846,EV Charger,Cable Organizer,3,1065,3124.04,1133.2,Asia
TXN334582,12/25/2023,CUST3048,Charging Station,Supercharger,9,1304,10815.95,4615.37,North America
TXN666787,12/24/2023,CUST1852,Solar Panel,Flexible Panel,3,867,2686.47,1068.52,North America
TXN926645,11/9/2023,CUST9839,Battery Pack,"Power Bank 20,000mAh",1,266,282.05,80.03,South America
TXN914766,12/12/2023,CUST1802,EV Charger,Docking Station,5,540,2788.9,1159.65,South America
TXN718588,12/13/2023,CUST4263,EV Charger,Wallbox Charger,3,1289,4251.99,1945.05,Europe
TXN956381,7/7/2023,CUST3639,Accessory,Adapter,9,999,10419.52,4518.44,South America
TXN483115,6/28/2023,CUST5636,Solar Panel,Flexible Panel,10,907,9223.88,2621.55,North America
TXN606178,12/12/2023,CUST6439,Battery Pack,"Power Bank 20,000mAh",6,1123,6223.96,3101.5,South America
TXN857578,2/26/2023,CUST2751,EV Charger,Docking Station,10,89,863.3,410.79,South America
TXN397077,9/14/2023,CUST8430,Charging Station,Fast Charger,6,772,4204.04,1599.05,Africa
TXN258190,11/28/2023,CUST8418,Charging Station,Supercharger,2,386,712.16,239.71,North America
TXN131277,3/23/2023,CUST2429,Accessory,Adapter,1,820,1765.48,1181.33,Europe
TXN632450,12/28/2023,CUST3352,Charging Station,Fast Charger,3,906,2490.93,569.03,Africa
TXN354299,10/29/2023,CUST4957,Battery Pack,"Power Bank 20,000mAh",1,795,837.22,226.04,Europe
TXN995913,2/8/2023,CUST1925,Accessory,Charging Cable,5,157,1758.66,1218.46,Asia
TXN932187,11/24/2023,CUST9507,Accessory,Extension Cord,3,1125,4482.29,2362.1,South America
TXN140635,6/21/2023,CUST1981,Solar Panel,Flexible Panel,2,481,938.91,393.8,Europe
TXN453376,6/20/2023,CUST1397,EV Charger,Wallbox Charger,8,63,511.51,141.16,South America
TXN661034,7/13/2023,CUST2887,Accessory,Extension Cord,3,336,2047.68,1276,Asia
TXN281306,11/26/2023,CUST8661,Battery Pack,"Power Bank 10,000mAh",7,272,1821.3,858.52,North America
TXN329838,1/18/2023,CUST7018,Solar Panel,Flexible Panel,8,1246,9084.32,3639.98,Asia
TXN924375,12/31/2023,CUST4429,Battery Pack,"Power Bank 20,000mAh",9,151,1373.29,387.2,Africa
TXN195694,8/28/2023,CUST9684,Accessory,Cable Clips,1,127,1124.84,1041.83,Asia
TXN310142,9/14/2023,CUST9559,Accessory,Extension Cord,1,528,1513.59,1247.7,Asia
TXN974124,9/11/2023,CUST5789,Accessory,Extension Cord,3,1486,5228.5,2005.14,South America
TXN175227,11/3/2023,CUST5573,Charging Station,Fast Charger,3,204,636.73,170.6,Asia
TXN325165,3/17/2023,CUST8023,Battery Pack,"Power Bank 20,000mAh",7,838,6057.08,2959.67,Europe
TXN283988,8/11/2023,CUST3157,Charging Station,Fast Charger,4,419,1547.36,509.08,Europe
TXN378647,4/13/2023,CUST4486,Solar Panel,Flexible Panel,2,773,1464.05,539.27,South America
TXN201295,6/20/2023,CUST7240,Charging Station,Supercharger,8,232,1679.24,649.9,South America
TXN342278,1/17/2023,CUST4724,Battery Pack,"Power Bank 10,000mAh",5,317,1470.96,546.24,Asia
TXN331290,8/9/2023,CUST1285,Accessory,Charging Cable,2,1200,3371.71,1474.93,South America
TXN869432,11/26/2023,CUST8540,Accessory,Charging Cable,4,799,4337.77,2000.72,South America
TXN790563,11/25/2023,CUST1094,Accessory,Adapter,9,934,9053.4,4111.16,North America
TXN345715,8/27/2023,CUST4117,Battery Pack,"Power Bank 10,000mAh",10,1303,14079.12,6190.01,Europe
TXN648357,2/15/2023,CUST3373,Charging Station,Supercharger,3,99,317.57,141.36,Asia
TXN148208,5/17/2023,CUST9262,Solar Panel,Rigid Panel,2,470,937.08,345.7,Asia
TXN610758,4/2/2023,CUST7385,Solar Panel,Flexible Panel,6,328,2082.18,872.11,North America
TXN582626,11/21/2023,CUST2386,Charging Station,Supercharger,5,1025,5422.18,1506.59,Africa
TXN439032,9/11/2023,CUST1363,Battery Pack,"Power Bank 20,000mAh",2,322,702.85,341.89,Europe
TXN777477,11/4/2023,CUST2330,Solar Panel,Rigid Panel,5,1482,6818.78,2325.51,North America
TXN927813,11/12/2023,CUST6745,Battery Pack,"Power Bank 10,000mAh",7,826,6018.18,2596.73,Europe
TXN399746,6/2/2023,CUST2842,Solar Panel,Flexible Panel,9,1083,10145.18,2477.24,Africa
TXN740382,11/10/2023,CUST5838,Battery Pack,"Power Bank 10,000mAh",1,688,674.52,138.66,Africa
TXN897843,4/13/2023,CUST4248,Accessory,Charging Cable,8,958,7977.01,4439.11,Africa
TXN585152,3/30/2023,CUST2485,Accessory,Adapter,5,501,3287.79,1833.58,Europe
TXN620378,10/8/2023,CUST9296,Accessory,Cable Clips,8,424,4414.54,2596.62,South America
TXN725648,10/8/2023,CUST8156,EV Charger,Docking Station,1,790,795.48,228.44,South America
TXN503806,1/18/2023,CUST8810,Accessory,Cable Clips,4,372,2362.58,1562.59,North America
TXN849570,2/27/2023,CUST4299,Solar Panel,Flexible Panel,9,484,4179.19,1564.35,North America
TXN246515,10/17/2023,CUST4100,EV Charger,Cable Organizer,3,338,980.53,352.68,Asia
TXN939443,4/6/2023,CUST1478,EV Charger,Wallbox Charger,1,762,726.86,169.41,Asia
TXN291030,11/15/2023,CUST8662,Solar Panel,Rigid Panel,3,780,2348.47,739.25,South America
TXN335596,2/22/2023,CUST9273,Solar Panel,Rigid Panel,5,416,1979.33,574.33,North America
TXN736756,7/5/2023,CUST7016,Accessory,Adapter,1,757,1754.67,1347.87,Africa
TXN615918,11/19/2023,CUST3954,EV Charger,Cable Organizer,10,1012,10432.16,4531.42,Europe
TXN748800,3/2/2023,CUST4379,Accessory,Charging Cable,3,591,2828.62,1522.76,North America
TXN514842,9/4/2023,CUST4333,Accessory,Adapter,7,59,1388.51,1151.34,South America
TXN821400,3/26/2023,CUST9293,EV Charger,Portable Charger,4,51,218.36,61.92,North America
TXN292294,9/24/2023,CUST2282,Charging Station,Fast Charger,8,309,2342.31,1154.21,Africa
TXN650107,4/24/2023,CUST9952,Charging Station,Supercharger,7,609,4132.85,1966.99,Asia
TXN980313,12/26/2023,CUST4558,Battery Pack,"Power Bank 20,000mAh",6,749,4897.85,1881.13,Africa
TXN616858,6/21/2023,CUST9013,Solar Panel,Rigid Panel,7,156,1019.25,355.02,South America
TXN848148,1/2/2023,CUST3791,Charging Station,Supercharger,1,70,63.99,13.11,North America
TXN749288,5/19/2023,CUST2229,Accessory,Cable Clips,5,1106,6978.71,3443.1,South America
TXN585556,4/11/2023,CUST1649,Charging Station,Supercharger,7,157,1087.2,388.12,Europe
TXN590450,9/1/2023,CUST2389,EV Charger,Cable Organizer,5,219,1172.55,554.65,Europe
TXN369786,1/8/2023,CUST8427,Solar Panel,Flexible Panel,5,752,4054.21,1035.05,North America
TXN354184,11/3/2023,CUST2289,Battery Pack,"Power Bank 20,000mAh",7,844,5718.6,1177.74,Africa
TXN858309,4/28/2023,CUST9220,Charging Station,Supercharger,5,391,1873.76,687.45,Africa
TXN514407,8/2/2023,CUST9493,Accessory,Adapter,10,799,9519.62,3231.98,Europe
TXN534578,10/24/2023,CUST7812,EV Charger,Docking Station,6,267,1464.81,623.42,Europe
TXN106409,11/13/2023,CUST9648,Accessory,Charging Cable,3,35,1110.34,1039.74,North America
TXN218077,12/26/2023,CUST2320,EV Charger,Docking Station,10,1227,12146.14,4268.44,Asia
TXN957520,1/16/2023,CUST9159,Battery Pack,"Power Bank 10,000mAh",2,402,877.4,333.58,Europe
TXN505601,11/14/2023,CUST9559,Solar Panel,Flexible Panel,1,1302,1222.17,541.46,North America
TXN224630,5/17/2023,CUST4497,EV Charger,Portable Charger,7,481,3074.4,1492.31,Europe
TXN471271,7/10/2023,CUST5406,Solar Panel,Flexible Panel,10,1444,15566.82,3571.33,North America
TXN177979,10/23/2023,CUST2575,Solar Panel,Flexible Panel,8,353,2735.25,888.34,South America
TXN831071,5/21/2023,CUST9642,Accessory,Cable Clips,4,431,2610.94,1378.31,North America
TXN999912,12/14/2023,CUST5172,Charging Station,Supercharger,3,1145,3550.99,1569.68,Asia
TXN170032,7/15/2023,CUST9130,Accessory,Cable Clips,4,518,3214.31,1923.71,North America
TXN489366,1/27/2023,CUST6289,Accessory,Extension Cord,6,218,2270,1608.75,South America
TXN601368,8/27/2023,CUST5421,EV Charger,Portable Charger,6,498,3150.22,1554.35,Europe
TXN814758,8/16/2023,CUST7145,Accessory,Cable Clips,10,770,8809.09,3751.72,Africa
TXN983828,9/5/2023,CUST4564,Solar Panel,Rigid Panel,4,590,2364.22,1131.24,Africa
TXN405960,4/25/2023,CUST5183,Accessory,Cable Clips,8,1215,11266.55,4693.06,South America
TXN529061,12/30/2023,CUST7956,Charging Station,Supercharger,10,1253,12294.88,3761.23,North America
TXN183984,4/24/2023,CUST2592,Charging Station,Supercharger,9,654,5536.58,2326.91,Europe
TXN187203,10/19/2023,CUST6202,Accessory,Cable Clips,3,1162,4215.61,1929.12,Africa
TXN607312,11/15/2023,CUST9689,Charging Station,Supercharger,6,1339,7342.98,3289.83,Asia
TXN130680,6/1/2023,CUST3588,Battery Pack,"Power Bank 20,000mAh",10,819,8584.06,3942.25,Europe
TXN834142,3/15/2023,CUST3130,Accessory,Extension Cord,1,1199,2257.08,1532.74,Africa
TXN484764,12/30/2023,CUST4005,Accessory,Extension Cord,3,139,1449.62,1174.9,Africa
TXN892215,1/3/2023,CUST6688,Solar Panel,Rigid Panel,10,887,8843.8,2994.56,Europe
TXN256025,2/16/2023,CUST2273,Battery Pack,"Power Bank 20,000mAh",1,960,871.39,205.39,South America
TXN552861,1/27/2023,CUST5153,Accessory,Extension Cord,10,1138,11594.53,5922.11,South America
TXN165612,12/7/2023,CUST7116,EV Charger,Wallbox Charger,5,718,3457.01,1651.86,Africa
TXN943887,4/4/2023,CUST3484,Solar Panel,Flexible Panel,3,381,1061.47,485.86,Africa
TXN625850,8/29/2023,CUST5016,Accessory,Extension Cord,6,972,7146.78,2384.06,Africa
TXN763157,6/2/2023,CUST2304,Solar Panel,Rigid Panel,5,1205,6412.97,1865.18,Europe
TXN880379,8/28/2023,CUST8801,Accessory,Adapter,4,351,2531.74,1571.97,Africa
TXN708012,4/29/2023,CUST6343,Battery Pack,"Power Bank 20,000mAh",5,1140,6041.73,2438.32,South America
TXN732817,4/8/2023,CUST5496,Solar Panel,Rigid Panel,9,614,5158.78,2240.26,North America
TXN732025,2/20/2023,CUST7605,Battery Pack,"Power Bank 10,000mAh",1,498,510.3,139.59,Europe
TXN466530,10/9/2023,CUST3453,Charging Station,Supercharger,2,722,1472.5,379.09,North America
TXN741252,4/23/2023,CUST4701,Accessory,Extension Cord,4,201,1861.75,1407.7,Europe
TXN109789,3/5/2023,CUST3861,EV Charger,Portable Charger,6,169,1086.35,459.91,South America
TXN481811,3/14/2023,CUST7198,Charging Station,Supercharger,5,1101,5037.36,1631.89,Africa
TXN259490,5/17/2023,CUST1319,EV Charger,Cable Organizer,9,48,432.07,205.51,Asia
TXN991454,2/15/2023,CUST3184,Solar Panel,Flexible Panel,1,1324,1336.98,528.52,Europe
TXN881082,4/1/2023,CUST9707,EV Charger,Portable Charger,6,1425,8533.75,1921.18,South America
TXN145270,9/24/2023,CUST8515,Charging Station,Fast Charger,1,1158,1196.61,440.19,Europe
TXN494094,5/13/2023,CUST9175,Solar Panel,Flexible Panel,5,153,775.89,367.74,Asia
TXN108332,4/8/2023,CUST1677,Battery Pack,"Power Bank 10,000mAh",6,82,454.78,191.72,Asia
TXN919923,6/30/2023,CUST9043,Solar Panel,Rigid Panel,3,766,2179.77,480.37,Europe
TXN757252,2/5/2023,CUST1254,Solar Panel,Rigid Panel,5,718,3892.62,1553.98,Africa
TXN299245,9/17/2023,CUST1204,Accessory,Cable Clips,10,984,10495.39,3924.06,Europe
TXN489909,4/14/2023,CUST8691,Battery Pack,"Power Bank 20,000mAh",7,353,2275.77,524.14,Europe
TXN253590,10/7/2023,CUST3342,Battery Pack,"Power Bank 20,000mAh",3,1071,3298.96,1593.36,South America
TXN103474,6/6/2023,CUST3866,Solar Panel,Rigid Panel,2,1277,2696.18,1113.23,South America
TXN848673,12/11/2023,CUST2153,Charging Station,Supercharger,9,1028,8784.69,3428.54,North America
TXN288537,2/16/2023,CUST1306,Accessory,Charging Cable,7,364,3605.98,1766.91,Africa
TXN720794,7/28/2023,CUST4810,Battery Pack,"Power Bank 20,000mAh",10,801,7886.67,3014.2,Europe
TXN241821,4/28/2023,CUST8354,EV Charger,Portable Charger,7,817,5994.65,1223.88,Asia
TXN848310,8/25/2023,CUST5854,Accessory,Charging Cable,7,1357,11253.92,3801.37,Africa
TXN114338,10/9/2023,CUST7665,Battery Pack,"Power Bank 20,000mAh",7,1321,9500.35,4467.11,North America
TXN451024,10/25/2023,CUST2352,Solar Panel,Flexible Panel,5,1083,5274.97,1562.53,South America
TXN302961,10/28/2023,CUST4379,Solar Panel,Rigid Panel,8,1365,11807.72,2563.91,Asia
TXN246174,11/25/2023,CUST7334,EV Charger,Wallbox Charger,1,1330,1377.27,342.36,North America
TXN188102,2/16/2023,CUST3216,Accessory,Adapter,9,44,1416.09,1202.55,North America
TXN982911,1/12/2023,CUST8862,Solar Panel,Flexible Panel,4,1079,3910.6,1267.5,Africa
TXN961423,8/19/2023,CUST7364,EV Charger,Portable Charger,8,1425,10833.18,4546.74,Europe
TXN205905,1/11/2023,CUST1770,EV Charger,Docking Station,10,737,6923.32,1485.13,North America
TXN157355,2/9/2023,CUST6897,EV Charger,Docking Station,8,1357,10278.91,2304.51,South America
TXN566423,12/12/2023,CUST3950,Solar Panel,Rigid Panel,5,1095,5938.24,1415.59,South America
TXN717155,4/19/2023,CUST2253,Battery Pack,"Power Bank 20,000mAh",4,1125,4565.44,1567.59,Asia
TXN846484,9/24/2023,CUST5449,EV Charger,Portable Charger,2,198,358.69,175.61,North America
TXN395159,12/5/2023,CUST7796,Charging Station,Supercharger,4,1338,5234.45,1323.38,Asia
TXN610489,12/23/2023,CUST2552,EV Charger,Wallbox Charger,4,184,681.51,146.91,North America
TXN774091,5/26/2023,CUST3668,Solar Panel,Flexible Panel,2,171,353.61,149.27,Asia
TXN561779,3/21/2023,CUST1278,EV Charger,Wallbox Charger,6,774,5029.14,2228.59,Asia
TXN842906,10/4/2023,CUST5401,Charging Station,Supercharger,6,1339,7933.33,2843.5,Africa
TXN997991,3/18/2023,CUST3307,Battery Pack,"Power Bank 10,000mAh",8,626,5181.14,2320.97,South America
TXN740449,7/6/2023,CUST9274,Battery Pack,"Power Bank 10,000mAh",8,81,590.01,206.81,South America
TXN230862,8/15/2023,CUST3466,EV Charger,Portable Charger,9,636,5405.65,2682.6,Europe
TXN509099,5/20/2023,CUST6495,EV Charger,Docking Station,8,98,729.22,343.3,Africa
TXN665913,1/18/2023,CUST7361,Solar Panel,Flexible Panel,4,1244,4638.22,1496.83,South America
TXN275268,5/12/2023,CUST6578,Solar Panel,Flexible Panel,9,562,5100.42,2434.27,Asia
TXN766837,3/31/2023,CUST5908,EV Charger,Cable Organizer,8,463,3588.65,1550.47,Asia
TXN963412,1/1/2023,CUST3411,EV Charger,Wallbox Charger,4,490,2073.23,703.15,Asia
TXN896722,5/27/2023,CUST5561,Charging Station,Fast Charger,9,1318,12753.37,5429.6,Europe
TXN995490,7/26/2023,CUST6105,Battery Pack,"Power Bank 20,000mAh",6,754,4406.32,1817.42,Asia
TXN258378,4/24/2023,CUST3171,Solar Panel,Rigid Panel,6,859,5003.42,2274.77,South America
TXN211355,2/27/2023,CUST6943,Charging Station,Fast Charger,10,614,6422.66,2278.55,Africa
TXN137052,7/30/2023,CUST2830,Charging Station,Fast Charger,7,385,2465.94,911.06,South America
TXN654201,8/15/2023,CUST8983,EV Charger,Wallbox Charger,3,619,2008.59,541.56,Asia
TXN736992,6/29/2023,CUST4512,EV Charger,Docking Station,8,1037,8499.79,3503.59,South America
TXN102174,9/7/2023,CUST5617,EV Charger,Wallbox Charger,7,931,6224.48,3003.94,North America
TXN889554,6/1/2023,CUST1398,Charging Station,Fast Charger,4,186,682.25,189.58,North America
TXN445573,9/20/2023,CUST1519,Battery Pack,"Power Bank 10,000mAh",2,407,834.97,305.43,North America
TXN590325,6/15/2023,CUST8431,Accessory,Adapter,3,733,3146.32,1565.76,Europe
TXN776963,2/11/2023,CUST1366,Charging Station,Supercharger,2,564,1175.85,296.46,Africa
TXN747463,1/25/2023,CUST8776,Battery Pack,"Power Bank 20,000mAh",1,1457,1529.94,468.45,South America
TXN752435,10/19/2023,CUST5455,EV Charger,Portable Charger,6,292,1597.1,410.82,Europe
TXN456148,12/30/2023,CUST4290,Solar Panel,Flexible Panel,10,1378,13907.29,4857.17,North America
TXN727011,10/26/2023,CUST4760,Solar Panel,Rigid Panel,6,1499,9780.44,2601.63,Africa
TXN647536,8/18/2023,CUST5880,EV Charger,Wallbox Charger,3,420,1313,596.27,South America
TXN796157,12/28/2023,CUST2039,Accessory,Cable Clips,9,529,5867.9,3242.18,Africa
TXN333081,7/7/2023,CUST6149,Battery Pack,"Power Bank 10,000mAh",3,608,1940.57,818.19,Europe
